"Submission ID","Submitted at","1.1 Which of the following most closely matches your primary job function?:  ","If other, please specify","1.2 How long have you been working in your current company role?","1.3 What is your year of birth?","1.4 Which of the following best describes you?:  ","1.5 How many people do you work with on a regular basis in the company?:  ","1.6 Where is your primary work location?:  ","1.7 Who do you consider as your primary user in your job function?:  ","Forming product or service ideas","Gathering requirements","Software design","Implementation","Testing","The activities after release","Committing code","Providing fixes","Submitting bugs","Participating in online discussion","Other","If other, please specify","2.2. How much do you agree with the following statements?: I know who uses the software I contribute to in my work","2.2. How much do you agree with the following statements?: I need to ask for permission to contact users","2.2. How much do you agree with the following statements?: I frequently have direct contact with users","2.2. How much do you agree with the following statements?: I have sufficient information about users’ needs","2.2. How much do you agree with the following statements?: I have information about users that is relevant for my work ","2.2. How much do you agree with the following statements?: The information I have about users is up to date","2.2. How much do you agree with the following statements?: I would like to get more feedback from users","2.3 In your experience, how easy is it for the following roles to get information from users?: Product managers","2.3 In your experience, how easy is it for the following roles to get information from users?: Managers, other","2.3 In your experience, how easy is it for the following roles to get information from users?: UX designers","2.3 In your experience, how easy is it for the following roles to get information from users?: Vaadin Framework developers","2.3 In your experience, how easy is it for the following roles to get information from users?: Vaadin Pro Tools developers","2.3 In your experience, how easy is it for the following roles to get information from users?: Software architects ","2.3 In your experience, how easy is it for the following roles to get information from users?: Product and service advocates","2.3 In your experience, how easy is it for the following roles to get information from users?: Consultants","2.3 In your experience, how easy is it for the following roles to get information from users?: Customer support","2.3 In your experience, how easy is it for the following roles to get information from users?: Trainers","2.3 In your experience, how easy is it for the following roles to get information from users?: Myself","2.4 How often do you use the following ways to get information about users?: I remotely observe users when they are using the software (e.g., screen sharing)","2.4 How often do you use the following ways to get information about users?: I am physically present with users when they are using the software (e.g., talk-aloud study)","2.4 How often do you use the following ways to get information about users?: I interact with the users before they use the software","2.4 How often do you use the following ways to get information about users?: I interact with users in person after they used the software (e.g., post-use interview)","2.4 How often do you use the following ways to get information about users?: Through recorded usage data (e.g., log data)","2.4 How often do you use the following ways to get information about users?: Through online discussion channels (e.g. forums)","2.5 Try to remember a situation where you knew that involving users in development would be useful, but you could not involve them. Please describe the situation and what challenges you faced.","3.1 Does your company conduct experiments involving the users?:  ","3.2 Please describe a typical experiment you have seen or been involved in in your company, including the roles. (Skip this if you have not seen or been involved in any experiments.)","To understand users' needs better, ...: data should always be collected because it might be needed later","To understand users' needs better, ...: data should only be collected when there is a known need or assumption","To understand users' needs better, ...: rich, detailed data about what users do is useful","To understand users' needs better, ...: focused data on a specific user action or behaviour is useful","To understand users' needs better, ...: users themselves must be actively involved in shaping the software","To understand users' needs better, ...: we need to measure user behaviour to decide what the software should be like","4.1 How much do you agree with the following statements regarding notifying users about experiments? Please answer according to your personal beliefs.: Users do not need to know they are involved","4.1 How much do you agree with the following statements regarding notifying users about experiments? Please answer according to your personal beliefs.: If we collect personal information, users need to be notified","4.1 How much do you agree with the following statements regarding notifying users about experiments? Please answer according to your personal beliefs.: If no laws are being broken, users do not need to be notified","4.1 How much do you agree with the following statements regarding notifying users about experiments? Please answer according to your personal beliefs.: Users can be involved in an experiment without their knowledge if we let them know afterwards","4.1 How much do you agree with the following statements regarding notifying users about experiments? Please answer according to your personal beliefs.: Users should always be notified when they are being involved in an experiment","4.1 How much do you agree with the following statements regarding notifying users about experiments? Please answer according to your personal beliefs.: It is ok not to disclose all the experiment details to users involved","4.1 How much do you agree with the following statements regarding notifying users about experiments? Please answer according to your personal beliefs.: It is ok to trick the user if the validity of experiment results depend on it","4.2 How much do you agree with the following statements about involving users in experiments? Please answer according to your personal beliefs.: I cannot trust that the results will be correct","4.2 How much do you agree with the following statements about involving users in experiments? Please answer according to your personal beliefs.: Involving users in experiments is time-consuming","4.2 How much do you agree with the following statements about involving users in experiments? Please answer according to your personal beliefs.: Our company does not have the needed technical infrastructure","4.2 How much do you agree with the following statements about involving users in experiments? Please answer according to your personal beliefs.: Users would not like to be part of software experiments","4.2 How much do you agree with the following statements about involving users in experiments? Please answer according to your personal beliefs.: Users have to be convinced of the benefit before taking part","4.2 How much do you agree with the following statements about involving users in experiments? Please answer according to your personal beliefs.: Experiments give users false expectations","4.2 How much do you agree with the following statements about involving users in experiments? Please answer according to your personal beliefs.: Experiments reveal secrets about the product strategy"
"1","3.3.17 11:38","2","","4","1984","M","3","0","0","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","","5","1","2","3","4","4","4","NA","NA","4","NA","NA","5","NA","5","4","4","4","2","1","2","1","2","3","","3","","2","4","2","4","2","4","1","5","2","2","5","4","3","4","4","NA","NA","4","3","4"
"2","3.3.17 12:18","7","","10","1981","M","0","1","0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","","5","3","5","5","4","4","4","3","3","4","2","3","2","5","4","5","5","5","2","3","1","3","1","2","","4","- Talk-aloud recording doing a particular tasks - Structured interview","2","4","3","4","3","3","1","5","1","1","4","2","3","3","5","2","2","3","2","2"
"3","3.3.17 12:31","8","","3","1980","M","2","0","0","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","","4","1","5","3","4","4","5","3","3","4","4","3","3","4","4","5","5","3","3","2","2","4","4","5","","3","","2","4","3","4","3","3","1","5","1","2","4","4","NA","4","4","NA","2","4","3","NA"
"4","3.3.17 12:37","4","","60","1979","M","2","0","1","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","","3","5","3","3","4","4","5","NA","NA","2","NA","NA","NA","NA","2","4","NA","2","3","2","3","2","2","2","It goes without saying that direct contact with end users is always beneficial for me as a UX Designer / business analyst. However, in most projects (designing and building applications for customers) we have little or no access to actual end users, and rely mostly on the expertise of other domain experts provided by the customer. The most typical contact we have with end users is conducting interviews over voice or video call, sometimes in combination with remote observation of usage. This lack of continuous direct contact regularly leads to bad design desicions simply due to insufifficent information on user needs.","3","","4","4","5","5","4","5","4","5","3","4","2","5","4","2","5","4","NA","4","1","2"
"5","3.3.17 13:34","6","","6","88","M","2","0","1","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","","3","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"6","3.3.17 13:48","1","","24","","M","2","0","0","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","","5","1","5","4","5","5","4","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","4","1","1","1","1","1","5","","3","","5","5","5","5","5","5","1","4","1","1","4","1","1","4","4","NA","4","4","4","1"
"7","4.3.17 13:12","3","","9999","2000","M","4","2","0","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","","4","1","5","4","5","5","5","5","5","4","3","3","5","4","5","5","5","5","2","3","4","4","3","4","","3","Dev UX testing for a new API: We'll ask users to use an API that has not yet been released and ask them to log challenges they had with that.","2","4","4","4","4","4","4","3","4","NA","2","4","4","3","4","1","2","2","2","1"
"8","7.3.17 14:24","7","","12","1991","M","0","0","0","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","","4","1","3","5","4","4","5","4","4","5","5","NA","NA","NA","2","NA","4","4","1","2","1","1","2","3","","3","","4","2","4","3","4","4","3","3","5","4","3","2","2","3","4","4","4","2","3","2"
"9","15.3.17 15:13","10","sales","7","1987","M","3","0","0","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","","4","1","5","3","4","4","3","2","2","2","3","2","2","3","2","2","3","3","1","1","3","3","1","1","","4","","4","2","4","4","4","4","3","5","4","3","3","4","4","3","4","3","3","4","3","3"
"10","15.3.17 15:21","1","","24","1985","M","3","0","0","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","","4","1","4","3","4","3","2","4","4","4","4","4","4","4","4","4","4","4","1","2","1","3","1","3","","4","Developer experience tests: a developer that doesn't know the API is asked to do some seemingly basic tasks with the API.","5","1","5","5","1","4","1","5","1","4","2","1","3","1","1","2","2","2","3","2"
"11","15.3.17 15:26","10","Account Manager","7","","M","2","1","0","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","","2","1","4","3","4","4","5","NA","3","NA","4","4","NA","4","3","4","4","4","NA","NA","NA","2","3","3","N/A","3","","2","4","4","4","3","4","2","5","3","2","4","2","3","4","2","NA","NA","2","2","4"
"12","15.3.17 15:41","7","","2","1973","M","0","1","1","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","Vaadin Meetup presentations, showing their apps made with Vaadin","4","1","5","5","5","5","3","1","2","4","2","2","5","3","5","5","2","5","4","2","2","NA","4","4","There was no such situation.","3","","4","3","4","4","4","4","2","5","3","3","3","NA","1","5","3","1","4","4","4","4"
"13","15.3.17 15:50","0","","24","1973","M","3","0","0","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","","2","2","1","2","3","1","5","2","1","3","2","3","3","4","5","5","2","2","1","1","2","1","1","2","- Vaadin spring addon.  - Binder API localization discussions.","2","","2","4","4","3","4","4","2","5","2","3","3","3","2","4","4","4","3","4","2","3"
"14","15.3.17 17:01","0","","24","1984","M","1","0","1","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","","4","2","4","3","4","4","5","4","4","4","4","4","NA","NA","4","NA","4","4","1","4","5","5","3","4","","4","UX/DX testing sessions. As a spectator.","4","2","4","2","4","4","2","5","3","4","2","4","4","3","3","2","2","2","2","4"
"15","15.3.17 20:28","10","Sales","24","1979","M","4","0","1","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","","4","1","5","4","2","3","5","4","4","5","5","5","3","4","3","3","2","3","3","2","5","3","2","3","","4","end user or developer testing of a new sofware component or UI element","5","3","5","5","5","5","3","5","1","2","4","4","NA","NA","4","1","2","4","3","4"
"16","15.3.17 20:36","4","","6","1975","M","1","2","1","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","","4","5","1","2","3","3","5","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","Generally, the client feels that either they are so knowledgeable about their users that they do not need to gather further information from them, or they plan to do so themselves and are not interested in involving Vaadin in that process.  They may simply not be accustomed to relying on others (us) to communicate with end users, or they may be concerned about the cost of involving us.  Most often, the issue is quickly dismissed by the client when raised.  Deadlines and budget constraints are often cited.","NA","","4","3","5","5","2","5","5","4","3","3","2","5","3","2","4","1","2","2","2","3"
"17","16.3.17 04:08","1","","5","1987","M","1","0","0","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","","4","3","2","3","4","NA","4","4","2","4","2","2","2","5","NA","NA","NA","3","1","1","1","1","1","1","","NA","","2","5","4","4","3","5","2","5","2","4","2","5","3","2","4","3","3","4","2","1"
"18","16.3.17 08:58","4","","120","1983","M","2","0","1","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","","2","5","3","4","4","4","4","2","2","2","2","2","2","2","3","3","2","2","3","3","3","3","1","3","","3","Usability testing for the UI components we develop, testing how easy it is to accomplish the specified tasks/use cases we are testing.","4","3","3","4","3","4","2","5","3","2","3","3","2","2","3","3","2","4","3","2"
"19","16.3.17 09:04","4","","120","1983","M","2","0","0","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","","4","2","4","4","4","4","5","4","3","3","4","4","3","3","5","5","5","4","3","3","3","3","2","4","","3","Usability testing of the APIs of our software products, usually done before shipping a bigger set of new APIs that work together to accomplish a set of related use cases.","3","4","3","4","4","4","2","5","3","3","3","4","2","2","4","4","2","4","3","2"
"20","16.3.17 15:23","2","","11","1972","M","3","0","0","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","","4","2","4","2","4","2","4","2","2","NA","NA","NA","NA","NA","NA","5","4","3","3","3","3","2","3","4","","2","","5","2","3","4","2","4","1","5","1","1","5","4","4","2","4","3","2","4","4","3"
"21","16.3.17 17:02","0","","12","1988","M","2","0","0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","","5","1","1","3","4","4","4","2","2","3","4","4","2","2","4","4","4","4","1","3","1","3","1","5","","4","","2","4","3","4","4","4","2","5","2","2","4","4","4","NA","3","2","NA","2","2","3"
